customer_id,week_start,active_users,sessions,feature_adoption_rate,engagement_score
CUST-0003,2025-06-24,29,49,0.911,0.984
CUST-0003,2025-07-01,29,59,0.96,1.0
CUST-0003,2025-07-08,29,44,0.998,0.998
CUST-0003,2025-07-15,29,111,0.9,1.0
CUST-0003,2025-07-22,24,91,0.866,0.933
CUST-0003,2025-07-29,27,135,0.89,1.0
CUST-0003,2025-08-05,29,170,0.921,0.918
CUST-0003,2025-08-12,29,64,0.888,0.889
CUST-0003,2025-08-19,27,68,0.887,0.874
CUST-0003,2025-08-26,29,57,0.942,0.936
CUST-0003,2025-09-02,29,53,0.894,0.937
CUST-0003,2025-09-09,24,105,0.902,0.967
CUST-0003,2025-09-16,28,144,0.957,0.841
CUST-0003,2025-09-23,25,78,0.989,1.0
CUST-0003,2025-09-30,29,159,0.873,0.972
CUST-0003,2025-10-07,29,127,0.947,1.0
CUST-0003,2025-10-14,29,139,1.0,0.94
CUST-0003,2025-10-21,29,58,0.888,0.987
CUST-0003,2025-10-28,29,105,0.952,0.946
CUST-0003,2025-11-04,29,65,0.828,0.921
CUST-0003,2025-11-11,29,57,0.98,1.0
CUST-0003,2025-11-18,27,109,0.969,0.987
CUST-0003,2025-11-25,29,156,0.946,0.924
CUST-0003,2025-12-02,26,143,0.979,0.919
CUST-0003,2025-12-09,29,51,0.926,0.931
CUST-0003,2025-12-16,28,151,0.916,0.958
CUST-0003,2025-12-23,28,162,0.907,0.902
CUST-0003,2025-12-30,26,119,0.962,0.958
CUST-0003,2026-01-06,28,125,0.884,0.953
CUST-0003,2026-01-13,27,140,0.902,0.932
CUST-0003,2026-01-20,29,109,0.877,1.0
CUST-0003,2026-01-27,29,65,0.863,1.0
CUST-0003,2026-02-03,28,105,0.876,1.0
CUST-0003,2026-02-10,28,144,0.874,1.0
CUST-0003,2026-02-17,28,104,0.946,1.0
CUST-0003,2026-02-24,29,140,0.863,0.989
CUST-0003,2026-03-03,29,151,0.926,1.0
CUST-0003,2026-03-10,23,100,0.953,1.0
CUST-0003,2026-03-17,27,81,0.879,1.0
CUST-0003,2026-03-24,25,132,0.962,0.945
CUST-0003,2026-03-31,26,81,0.994,0.95
CUST-0003,2026-04-07,29,129,0.898,0.944
CUST-0003,2026-04-14,26,103,0.921,1.0
CUST-0003,2026-04-21,29,160,0.903,0.92
CUST-0003,2026-04-28,28,74,0.924,0.889
CUST-0003,2026-05-05,29,154,0.928,0.939
CUST-0003,2026-05-12,29,142,1.0,1.0
CUST-0003,2026-05-19,29,131,0.988,1.0
CUST-0003,2026-05-26,26,97,0.994,1.0
CUST-0003,2026-06-02,28,134,0.925,1.0
CUST-0003,2026-06-09,24,120,0.903,0.94
CUST-0003,2026-06-16,27,61,0.985,0.931
CUST-0003,2026-06-23,27,79,0.899,1.0
CUST-0004,2025-06-10,221,513,0.543,0.48
CUST-0004,2025-06-17,221,343,0.47,0.534
CUST-0004,2025-06-24,230,533,0.516,0.584
CUST-0004,2025-07-01,274,440,0.469,0.607
CUST-0004,2025-07-08,204,279,0.504,0.491
CUST-0004,2025-07-15,218,253,0.587,0.579
CUST-0004,2025-07-22,155,198,0.479,0.432
CUST-0004,2025-07-29,236,530,0.495,0.476
CUST-0004,2025-08-05,209,548,0.411,0.461
CUST-0004,2025-08-12,180,343,0.422,0.502
CUST-0004,2025-08-19,254,458,0.541,0.536
CUST-0004,2025-08-26,247,824,0.524,0.583
CUST-0004,2025-09-02,236,237,0.508,0.669
CUST-0004,2025-09-09,222,444,0.488,0.575
CUST-0004,2025-09-16,219,500,0.466,0.553
CUST-0004,2025-09-23,223,645,0.595,0.583
CUST-0004,2025-09-30,204,199,0.499,0.616
CUST-0004,2025-10-07,270,902,0.561,0.526
CUST-0004,2025-10-14,278,384,0.605,0.484
CUST-0004,2025-10-21,234,584,0.456,0.655
CUST-0004,2025-10-28,226,539,0.518,0.591
CUST-0004,2025-11-04,256,519,0.498,0.574
CUST-0004,2025-11-11,259,873,0.552,0.539
CUST-0004,2025-11-18,289,450,0.508,0.577
CUST-0004,2025-11-25,321,284,0.586,0.593
CUST-0004,2025-12-02,342,833,0.561,0.444
CUST-0004,2025-12-09,213,658,0.547,0.618
CUST-0004,2025-12-16,250,685,0.622,0.552
CUST-0004,2025-12-23,250,563,0.416,0.579
CUST-0004,2025-12-30,229,413,0.512,0.596
CUST-0004,2026-01-06,230,405,0.597,0.573
CUST-0004,2026-01-13,236,561,0.661,0.551
CUST-0004,2026-01-20,214,255,0.546,0.546
CUST-0004,2026-01-27,216,332,0.576,0.568
CUST-0004,2026-02-03,286,546,0.648,0.49
CUST-0004,2026-02-10,266,255,0.525,0.604
CUST-0004,2026-02-17,262,597,0.464,0.694
CUST-0004,2026-02-24,254,447,0.548,0.53
CUST-0004,2026-03-03,278,979,0.572,0.684
CUST-0004,2026-03-10,253,659,0.492,0.612
CUST-0004,2026-03-17,325,1030,0.572,0.573
CUST-0004,2026-03-24,315,658,0.646,0.635
CUST-0004,2026-03-31,260,722,0.565,0.537
CUST-0004,2026-04-07,287,400,0.57,0.701
CUST-0004,2026-04-14,288,910,0.559,0.614
CUST-0004,2026-04-21,239,426,0.534,0.662
CUST-0004,2026-04-28,287,267,0.543,0.629
CUST-0004,2026-05-05,275,895,0.546,0.608
CUST-0004,2026-05-12,310,533,0.528,0.595
CUST-0004,2026-05-19,261,516,0.503,0.583
CUST-0004,2026-05-26,269,365,0.573,0.751
CUST-0004,2026-06-02,298,520,0.65,0.637
CUST-0004,2026-06-09,256,870,0.542,0.507
CUST-0004,2026-06-16,225,216,0.549,0.738
CUST-0004,2026-06-23,266,279,0.592,0.501
CUST-0005,2024-10-08,6,4,0.239,0.23
CUST-0005,2024-10-15,4,2,0.261,0.281
CUST-0005,2024-10-22,8,9,0.214,0.389
CUST-0005,2024-10-29,9,12,0.271,0.325
CUST-0005,2024-11-05,8,9,0.268,0.281
CUST-0005,2024-11-12,7,9,0.267,0.121
CUST-0005,2024-11-19,3,2,0.315,0.307
CUST-0005,2024-11-26,6,5,0.268,0.239
CUST-0005,2024-12-03,6,8,0.303,0.35
CUST-0005,2024-12-10,7,9,0.283,0.323
CUST-0005,2024-12-17,9,14,0.178,0.376
CUST-0005,2024-12-24,5,4,0.283,0.371
CUST-0005,2024-12-31,7,8,0.361,0.272
CUST-0005,2025-01-07,6,3,0.315,0.393
CUST-0005,2025-01-14,8,14,0.294,0.322
CUST-0005,2025-01-21,12,17,0.34,0.451
CUST-0005,2025-01-28,11,19,0.212,0.326
CUST-0005,2025-02-04,7,5,0.245,0.279
CUST-0005,2025-02-11,11,17,0.333,0.397
CUST-0005,2025-02-18,11,21,0.357,0.309
CUST-0005,2025-02-25,11,7,0.278,0.259
CUST-0005,2025-03-04,10,9,0.329,0.416
CUST-0005,2025-03-11,8,6,0.306,0.532
CUST-0005,2025-03-18,12,17,0.376,0.278
CUST-0005,2025-03-25,9,5,0.324,0.398
CUST-0005,2025-04-01,8,8,0.351,0.237
CUST-0005,2025-04-08,6,7,0.425,0.391
CUST-0005,2025-04-15,8,5,0.445,0.374
CUST-0005,2025-04-22,13,13,0.34,0.373
CUST-0005,2025-04-29,7,11,0.358,0.376
CUST-0005,2025-05-06,6,4,0.399,0.355
CUST-0005,2025-05-13,16,16,0.367,0.334
CUST-0005,2025-05-20,8,17,0.424,0.313
CUST-0005,2025-05-27,11,15,0.479,0.496
CUST-0005,2025-06-03,10,9,0.439,0.421
CUST-0005,2025-06-10,8,14,0.309,0.449
CUST-0005,2025-06-17,13,19,0.409,0.373
CUST-0005,2025-06-24,9,12,0.329,0.482
CUST-0005,2025-07-01,10,16,0.419,0.428
CUST-0005,2025-07-08,10,9,0.418,0.413
CUST-0005,2025-07-15,7,13,0.372,0.498
CUST-0005,2025-07-22,9,20,0.462,0.527
CUST-0005,2025-07-29,10,16,0.395,0.482
CUST-0005,2025-08-05,14,13,0.42,0.404
CUST-0005,2025-08-12,10,10,0.371,0.361
CUST-0005,2025-08-19,7,13,0.373,0.403
CUST-0005,2025-08-26,12,21,0.441,0.51
CUST-0005,2025-09-02,10,24,0.488,0.469
CUST-0005,2025-09-09,14,35,0.408,0.435
CUST-0005,2025-09-16,11,9,0.349,0.421
CUST-0005,2025-09-23,12,32,0.344,0.402
CUST-0005,2025-09-30,10,16,0.415,0.475
CUST-0005,2025-10-07,8,14,0.386,0.545
CUST-0005,2025-10-14,11,27,0.45,0.545
CUST-0005,2025-10-21,11,14,0.396,0.583
CUST-0005,2025-10-28,8,7,0.463,0.462
CUST-0005,2025-11-04,13,31,0.419,0.433
CUST-0005,2025-11-11,13,24,0.519,0.505
CUST-0005,2025-11-18,14,13,0.486,0.473
CUST-0005,2025-11-25,14,18,0.406,0.448
CUST-0005,2025-12-02,8,13,0.454,0.434
CUST-0005,2025-12-09,16,32,0.491,0.393
CUST-0005,2025-12-16,7,14,0.533,0.55
CUST-0005,2025-12-23,11,12,0.487,0.539
CUST-0005,2025-12-30,14,42,0.464,0.545
CUST-0005,2026-01-06,15,39,0.534,0.633
CUST-0005,2026-01-13,14,24,0.424,0.558
CUST-0005,2026-01-20,11,30,0.434,0.518
CUST-0005,2026-01-27,16,27,0.509,0.46
CUST-0005,2026-02-03,12,37,0.438,0.568
CUST-0005,2026-02-10,13,12,0.546,0.476
CUST-0005,2026-02-17,13,26,0.511,0.701
CUST-0005,2026-02-24,17,22,0.517,0.671
CUST-0005,2026-03-03,12,31,0.526,0.528
CUST-0005,2026-03-10,13,43,0.468,0.495
CUST-0005,2026-03-17,16,29,0.555,0.634
CUST-0005,2026-03-24,15,39,0.48,0.54
CUST-0005,2026-03-31,14,38,0.583,0.584
CUST-0005,2026-04-07,13,18,0.507,0.503
CUST-0005,2026-04-14,15,28,0.588,0.671
CUST-0005,2026-04-21,13,28,0.539,0.622
CUST-0005,2026-04-28,16,35,0.528,0.586
CUST-0005,2026-05-05,16,33,0.607,0.589
CUST-0005,2026-05-12,17,26,0.507,0.552
CUST-0005,2026-05-19,14,45,0.625,0.544
CUST-0005,2026-05-26,16,31,0.517,0.487
CUST-0005,2026-06-02,15,30,0.525,0.618
CUST-0005,2026-06-09,18,51,0.525,0.508
CUST-0005,2026-06-16,13,24,0.607,0.611
CUST-0005,2026-06-23,16,28,0.54,0.678
CUST-0006,2024-05-22,69,300,0.769,0.782
CUST-0006,2024-05-29,75,147,0.735,0.857
CUST-0006,2024-06-05,66,266,0.745,0.769
CUST-0006,2024-06-12,74,115,0.652,0.88
CUST-0006,2024-06-19,64,262,0.764,0.899
CUST-0006,2024-06-26,61,148,0.799,0.767
CUST-0006,2024-07-03,71,148,0.803,0.715
CUST-0006,2024-07-10,75,218,0.74,0.713
CUST-0006,2024-07-17,70,182,0.755,0.686
CUST-0006,2024-07-24,64,150,0.717,0.819
CUST-0006,2024-07-31,61,179,0.639,0.833
CUST-0006,2024-08-07,65,225,0.702,0.774
CUST-0006,2024-08-14,56,100,0.721,0.746
CUST-0006,2024-08-21,70,311,0.702,0.857
CUST-0006,2024-08-28,58,217,0.731,0.745
CUST-0006,2024-09-04,70,189,0.671,0.795
CUST-0006,2024-09-11,60,218,0.644,0.616
CUST-0006,2024-09-18,56,229,0.726,0.665
CUST-0006,2024-09-25,64,75,0.789,0.802
CUST-0006,2024-10-02,66,279,0.681,0.698
CUST-0006,2024-10-09,61,122,0.659,0.715
CUST-0006,2024-10-16,63,93,0.714,0.829
CUST-0006,2024-10-23,64,94,0.734,0.787
CUST-0006,2024-10-30,59,141,0.703,0.88
CUST-0006,2024-11-06,61,143,0.672,0.663
CUST-0006,2024-11-13,56,175,0.675,0.817
CUST-0006,2024-11-20,70,158,0.654,0.722
CUST-0006,2024-11-27,64,172,0.618,0.759
CUST-0006,2024-12-04,48,198,0.737,0.839
CUST-0006,2024-12-11,52,135,0.631,0.799
CUST-0006,2024-12-18,67,156,0.671,0.719
CUST-0006,2024-12-25,74,266,0.676,0.752
CUST-0006,2025-01-01,74,324,0.673,0.718
CUST-0006,2025-01-08,56,151,0.703,0.698
CUST-0006,2025-01-15,68,137,0.789,0.824
CUST-0006,2025-01-22,53,99,0.701,0.796
CUST-0006,2025-01-29,72,95,0.718,0.744
CUST-0006,2025-02-05,56,256,0.712,0.739
CUST-0006,2025-02-12,78,194,0.746,0.831
CUST-0006,2025-02-19,76,203,0.715,0.835
CUST-0006,2025-02-26,65,154,0.748,0.817
CUST-0006,2025-03-05,58,159,0.79,0.779
CUST-0006,2025-03-12,61,269,0.619,0.862
CUST-0006,2025-03-19,62,168,0.639,0.755
CUST-0006,2025-03-26,56,167,0.601,0.764
CUST-0006,2025-04-02,60,115,0.752,0.799
CUST-0006,2025-04-09,61,72,0.727,0.808
CUST-0006,2025-04-16,63,101,0.62,0.783
CUST-0006,2025-04-23,61,228,0.764,0.748
CUST-0006,2025-04-30,76,295,0.677,0.7
CUST-0006,2025-05-07,60,250,0.652,0.677
CUST-0006,2025-05-14,66,238,0.668,0.753
CUST-0006,2025-05-21,65,214,0.629,0.696
CUST-0006,2025-05-28,63,205,0.614,0.789
CUST-0006,2025-06-04,59,122,0.666,0.748
CUST-0006,2025-06-11,67,108,0.71,0.705
CUST-0006,2025-06-18,54,153,0.739,0.815
CUST-0006,2025-06-25,68,304,0.691,0.792
CUST-0006,2025-07-02,64,169,0.722,0.924
CUST-0006,2025-07-09,65,77,0.725,0.795
CUST-0006,2025-07-16,66,159,0.754,0.777
CUST-0006,2025-07-23,63,89,0.699,0.696
CUST-0006,2025-07-30,64,192,0.675,0.764
CUST-0006,2025-08-06,78,156,0.747,0.824
CUST-0006,2025-08-13,75,185,0.708,0.757
CUST-0006,2025-08-20,64,292,0.74,0.749
CUST-0006,2025-08-27,73,135,0.78,0.795
CUST-0006,2025-09-03,76,331,0.605,0.813
CUST-0006,2025-09-10,64,100,0.771,0.817
CUST-0006,2025-09-17,65,155,0.661,0.688
CUST-0006,2025-09-24,69,182,0.727,0.848
CUST-0006,2025-10-01,66,208,0.791,0.756
CUST-0006,2025-10-08,73,256,0.725,0.728
CUST-0006,2025-10-15,61,231,0.692,0.748
CUST-0006,2025-10-22,62,277,0.761,0.764
CUST-0006,2025-10-29,62,146,0.704,0.713
CUST-0006,2025-11-05,71,158,0.754,0.806
CUST-0006,2025-11-12,61,142,0.635,0.807
CUST-0006,2025-11-19,71,258,0.651,0.839
CUST-0006,2025-11-26,66,235,0.702,0.771
CUST-0006,2025-12-03,56,168,0.68,0.694
CUST-0006,2025-12-10,71,292,0.677,0.768
CUST-0006,2025-12-17,69,185,0.645,0.666
